sum.taxonomy,K0512_L7,K0514_B2,K0514_E4,K0514_L7,K0515_G5,K0515_K6,K0515_L7,K0572_B2,K0611_K6,K0613_A1,K0613_B2,K0613_K6,K0613_M8,K0614_G5,K0614_T9,K0615_L7,K0616_B2,K0616_C3,K0616_G5,K0616_K6,K0617_B2,K0617_C3,K0617_E4,K0617_L7,K0618_G5,K0619_E4,K0619_M8,K0619_T9,K0712_A1,K0712_B2,K0712_K6,K0713_C3,K0714_T9,K0715_A1,K0716_B2,K0717_C3,K0717_K6,K0718_A1,K0718_B2,K0719_G5,K0719_K6,K0720_L7,K0757_A1,K0759_E4,K0773_A1,K0774_M8,K0777_G5,K0778_A1,K0779_E4,K0779_K6,K0779_T9,K0792_C3,K0832_K6,K0835_A1,K0836_G5,K0838_B2,K0713_G5
Abditibacteriota;Abditibacteria;Abditibacteriales;Abitibacteriaceae;Abditibacterium;Abditibacterium utsteinense,61,5,0,0,25,0,0,41,0,0,0,0,0,0,3,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,8,0,0,14,0,5,3,3,28,0,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0
Spirochaetes;Spirochaetia;Spirochaetales;NA;;,0,0,0,0,6,0,65,0,25,51,28,3,3,4,0,0,11,0,0,30,0,14,16,5,9,993,42,14,0,0,23,0,29,26,9,18,0,0,1,0,5,11,8,0,1,23,7,0,22,52,37,30,0,12,12,2,0
Spirochaetes;Spirochaetia;Spirochaetales;NA;NA;Spirochaetales bacterium enrichment culture clone HB_57,0,7,0,0,0,0,10,0,41,36,14,22,0,10,9,0,10,0,1,5,0,31,4,0,56,8,18,18,0,1,24,0,18,58,0,4,2,0,0,0,5,0,38,0,1,22,25,0,0,0,1,12,11,0,19,0,0
Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Marispirochaeta;,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,44,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,30,0,0
Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Marispirochaeta;Candidatus Marispirochaeta associata,0,0,0,0,0,0,0,0,0,44,0,0,4,11,0,0,0,0,0,0,0,0,0,0,81,6,0,0,0,1,0,0,14,0,0,0,0,0,0,0,17,0,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0
Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;NA;,0,0,1,3,8,60,340,0,199,151,235,0,33,111,0,0,302,2,69,69,5,230,504,0,112,346,121,117,1,297,31,0,56,69,19,89,0,1,23,0,152,80,146,0,10,275,274,0,249,16,177,114,2,0,86,16,0
Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta;,0,3,0,0,4,202,7,0,4,10,11,0,0,19,0,0,10,0,30,14,0,0,21,3,0,54,23,4,2,110,7,0,27,10,10,10,0,0,19,0,33,6,0,0,12,142,0,0,5,15,19,100,0,0,23,6,0
Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta;Spirochaeta africana,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta;Spirochaeta lutea,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,9,0,0,0,3,0,3,0,3,0,0,0,25,0,0,0,0,2,2,1,1,2,7,0,0,0,5,0
Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta;Spirochaeta sp.,0,0,0,0,0,0,182,0,184,92,102,1,0,15,0,0,167,0,97,34,4,119,96,0,219,112,58,72,0,0,0,0,47,89,0,63,0,41,86,0,28,0,142,0,40,71,128,0,36,4,156,69,0,0,77,0,0
Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta;Spirochaeta sp. enrichment culture clone EC8-10-1_A11,0,0,0,20,0,196,0,0,14,9,11,0,0,0,0,0,8,0,17,0,0,15,9,0,7,4,0,17,0,68,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,3,0,6,10,0,0,11,0,0
Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;,0,10,0,0,0,0,45,0,25,56,78,9,14,64,0,0,17,3,6,23,0,7,66,0,32,380,80,51,31,0,34,0,54,84,14,28,0,0,10,0,33,1,0,0,0,71,45,0,10,11,50,46,4,0,19,5,0
Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;Treponema stenostreptum,0,0,0,0,0,0,56,0,4,36,62,23,19,134,0,0,0,0,75,6,29,8,74,0,17,221,176,55,13,0,39,0,30,32,10,10,0,0,2,0,77,79,0,0,23,100,0,3,4,12,27,23,0,5,8,12,0
Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;Treponema zuelzerae,0,0,0,0,0,4,64,0,3,0,2,0,0,13,0,0,0,0,0,82,0,0,21,11,0,10,14,0,0,17,26,0,17,30,0,41,0,0,0,0,3,0,7,0,0,16,0,0,7,9,10,7,0,0,14,8,0
Streptophyta;Charophyceae;Charales;Characeae;Chara;,0,0,0,0,0,0,0,0,50,28,75,0,0,0,0,0,103,0,0,29,0,41,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,21,0,0,0,0,0,0,0,0,0,95,0,0
Streptophyta;Charophyceae;Charales;Characeae;Nitella;Nitella hyalina,0,0,0,0,0,0,0,0,0,0,22,0,0,34,0,0,0,0,17,26,0,21,0,0,23,10,12,15,0,0,0,0,65,0,0,0,0,0,0,0,9,0,12,0,4,12,0,0,0,0,0,39,0,10,0,0,0
Streptophyta;Liliopsida;Asparagales;NA;;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptophyta;Liliopsida;NA;;NA;,0,798,0,11,0,299,0,0,0,8,2,1496,1348,77,0,1,3,0,322,48,5,3,645,290,8,0,0,6,0,0,2410,0,15,2684,0,0,3282,1444,96,0,0,436,0,0,0,6,8,30,48,545,10,2,365,0,1,318,0
Streptophyta;Liliopsida;Poales;Poaceae;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptophyta;Mesostigmatophyceae;Mesostigmatales;Mesostigmataceae;Mesostigma;Mesostigma viride,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptophyta;NA;Asterales;Asteraceae;NA;,0,1,4,45,0,0,2,0,0,0,0,0,0,0,0,7,0,60,0,6,0,0,114,221,0,0,0,0,66,82,0,0,0,0,26,0,0,0,0,30,0,0,0,0,177,0,0,0,0,205,0,0,197,0,0,0,0
Streptophyta;NA;Ericales;Ericaceae;Vaccinium;Vaccinium corymbosum,0,0,0,0,0,0,0,0,41,1,28,0,0,0,0,0,80,0,0,0,0,55,0,0,90,17,17,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,38,0,45,0,2,0,0,0,37,0,0
Streptophyta;NA;Fabales;Fabaceae;NA;,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,62,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptophyta;NA;Malpighiales;NA;;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,11,1,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptophyta;NA;Malpighiales;Salicaceae;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,334,0,0,215,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptophyta;NA;Malpighiales;Salicaceae;Populus;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070,24,0,518,0,8,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Synergistetes;Synergistia;Synergistales;Synergistaceae;Aminobacterium;Aminobacterium sp. S12-27-1-3-5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,0,2,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,12,0,0,7,0,0
Synergistetes;Synergistia;Synergistales;Synergistaceae;NA;,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,29,0,0,0,0,8,0,0,0,16,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0
Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;Acholeplasma sp. enrichment culture,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0
Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;Acholeplasma sp. enrichment culture clone 12-7C,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;Acholeplasma sp. enrichment culture clone MLSB30m9D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,10,18,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Candidatus Phytoplasma;,0,34,0,0,0,0,38,0,17,33,1,0,0,0,0,0,1,0,0,3,0,27,0,0,15,13,0,22,0,0,0,0,2,14,0,0,0,1,4,0,9,0,10,0,0,0,0,0,0,3,18,13,0,0,19,0,0
Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Candidatus Phytoplasma;Brinjal little leaf phytoplasma,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,20,0,0,0,0,8,0,0,3,9,0,0,0,0,6,0,0,0,0,0,14,6,7,0,0,0,0,16,0,0,0,0,0,14,22,0,0,0,0
Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Candidatus Phytoplasma;Candidatus Phytoplasma solani,0,2,0,0,0,0,27,0,6,3,14,13,0,27,0,0,9,0,1,2,0,5,22,0,6,12,6,10,15,0,0,0,0,20,5,0,55,4,46,0,18,0,24,0,19,4,18,94,18,0,40,1,0,0,62,63,0
Tenericutes;Mollicutes;Acholeplasmatales;NA;;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Candidatus Moeniiplasma;Candidatus Moeniiplasma glomeromycotorum,0,46,0,17,0,0,6,0,0,0,0,13,0,0,0,43,0,6,0,0,23,0,0,25,0,0,0,0,24,4,40,0,0,0,27,0,73,27,9,0,0,19,0,0,2,0,0,5,0,0,0,0,31,0,0,11,0
Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;,0,8,0,0,0,0,0,0,7,18,40,0,4,0,0,21,31,2,0,53,7,20,44,0,0,7,1,1,0,0,0,0,2,5,4,8,0,1,2,0,4,0,9,0,2,1,0,0,0,0,21,1,0,0,8,1,0
Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma salivarium,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,41,0,0,0,0,0,1,0,0
Tenericutes;Mollicutes;NA;;NA;,3,0,0,0,0,0,233,0,5,0,2,41,0,0,0,0,25,8,0,5,0,11,4,8,3,14,0,4,9,0,44,0,0,66,64,26,0,38,116,0,0,54,42,0,6,0,21,0,0,0,6,0,4,0,4,16,0
Tenericutes;NA;NA;NA;Candidatus Izimaplasma;Candidatus Izimaplasma sp. HR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thaumarchaeota;NA;;NA;;,0,47,0,1,0,0,14,0,0,0,0,9,0,0,0,0,20,0,253,0,0,0,0,0,0,11,0,41,0,0,0,0,0,38,0,0,0,340,43,0,0,0,0,0,35,13,46,18,372,0,59,0,0,0,0,0,0
Thaumarchaeota;NA;;NA;Candidatus Caldiarchaeum;Candidatus Caldiarchaeum subterraneum,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,35,0,0,0,0,5,0,0,11,6,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,9,0,14,0,0,0,0,0,4,0,0
Thaumarchaeota;NA;;NA;Candidatus Nitrosotalea;,0,14,0,1,0,0,0,0,8,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0
Thaumarchaeota;NA;;NA;Candidatus Nitrosotenuis;Candidatus Nitrosotenuis aquarius,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,96,0,0,4,0,0,0,1,0,0,0,0,15,0,195,0,0,0,0,0,0,0,0
Thaumarchaeota;NA;NA;NA;Candidatus Nitrosotenuis;Candidatus Nitrosotenuis cloacae,0,39,0,1714,0,208,0,0,0,0,0,66,0,0,0,1,0,1,119,0,0,0,0,1,3,0,0,59,0,90,361,0,0,17,185,2,0,0,12,0,0,87,0,0,0,0,0,64,36,0,0,73,12,0,0,198,0
Thaumarchaeota;NA;Nitrosopumilales;Nitrosopumilaceae;Nitrosarchaeum;Candidatus Nitrosarchaeum limnium,0,34,19,57,0,27,2,0,0,0,0,1,3,12,0,14,0,0,101,3,24,0,14,68,0,1,12,2,3,62,43,0,30,0,26,8,12,25,45,2,5,30,1,0,30,17,0,12,64,0,0,0,0,0,0,34,0
Thaumarchaeota;NA;Nitrosopumilales;Nitrosopumilaceae;Nitrosarchaeum;Nitrosarchaeum koreense,0,635,0,0,4,0,195,0,6,0,0,69,65,2,0,252,6,581,176,3,0,4,36,689,0,1,0,318,38,0,59,0,0,140,33,0,56,737,965,0,1,168,76,0,1226,0,14,2336,0,0,152,0,206,0,0,25,0
Thaumarchaeota;NA;Nitrosopumilales;Nitrosopumilaceae;Nitrosopumilus;,0,49,5,65,0,30,95,0,0,0,0,25,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,180,192,0,0,4,39,6,12,16,147,0,0,91,0,0,0,0,0,29,1,0,0,0,0,0,0,8,0
Thaumarchaeota;Nitrososphaeria;Candidatus Nitrosocaldales;Candidatus Nitrosocaldaceae;Candidatus Nitrosocaldus;,0,0,0,0,0,0,0,0,180,26,368,0,0,0,0,0,717,0,0,0,0,275,0,0,417,431,0,80,0,0,8,0,0,6,0,0,0,0,0,0,0,0,85,0,0,0,730,0,377,0,2,8,0,0,499,0,0
Thaumarchaeota;Nitrososphaeria;Candidatus Nitrosocaldales;Candidatus Nitrosocaldaceae;Candidatus Nitrosocaldus;Candidatus Nitrosocaldus yellowstonensis,0,5,0,0,0,0,26,0,10,47,35,0,0,0,0,0,3,0,0,0,0,20,0,4,62,0,28,22,0,0,10,0,32,35,0,9,0,0,14,0,24,0,20,0,0,16,9,0,65,0,34,18,0,0,10,0,0
Thaumarchaeota;Nitrososphaeria;NA;;NA;,0,31,0,0,0,0,0,0,10,1,19,0,0,0,0,0,102,0,0,0,0,41,0,0,14,53,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,115,0,187,0,0,1,0,0,15,0,0
Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Candidatus Nitrosocosmicus;,560,89,2,26,431,101,549,22,0,0,0,45,9,0,0,0,0,12,0,2,0,0,1,6,0,0,0,0,104,498,56,8,0,158,95,245,220,243,180,604,0,251,0,231,7,0,5,2,6,1,0,2,68,0,1,12,0
Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;NA;,10,98,0,0,0,0,32,0,0,0,2,0,0,5,0,0,5,0,0,0,0,0,0,50,5,1,0,0,0,6,0,0,0,11,1,3,0,44,0,36,3,0,0,0,3,0,9,0,115,0,0,0,0,0,5,0,0
Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaera;,48,22,0,5,92,1,129,0,0,0,6,0,0,0,0,0,2,38,0,0,0,11,4,0,10,3,0,3,10,77,0,0,0,10,20,33,27,10,26,306,0,1,0,0,0,0,5,0,38,0,0,5,20,0,5,0,0
Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Nitrososphaera;Candidatus Nitrososphaera gargensis,27,22,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,18,16,0,8,18,107,0,35,0,0,0,0,0,0,30,0,0,0,5,0,0,0,0
Thermotogae;Thermotogae;Thermotogales;Fervidobacteriaceae;Thermosipho;,0,15,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verrucomicrobia;NA;;NA;;,45,129,11,40,65,10,57,36,84,98,71,68,102,115,42,5,36,19,34,165,141,137,72,237,13,20,87,112,55,0,109,43,99,40,78,54,108,56,144,28,51,17,18,26,172,96,6,44,7,27,137,75,45,1,126,45,0
Verrucomicrobia;NA;;NA;Methylacidimicrobium;,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,7,0
Verrucomicrobia;Opitutae;NA;;NA;,0,1,0,16,20,33,0,0,0,6,4,0,0,0,66,10,0,0,0,1,0,0,0,0,0,0,0,0,12,30,0,0,0,0,34,4,0,0,6,0,0,19,0,2,43,0,0,0,8,0,0,0,1,0,0,14,0
Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Alterococcus;Alterococcus agarolyticus,0,0,0,8,0,0,0,0,4,1,0,26,1,0,0,8,0,6,2,0,2,2,1,0,0,0,1,0,3,0,25,0,0,2,0,1,0,24,5,3,4,28,0,12,8,1,0,53,0,0,4,1,0,0,1,43,0
Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Lacunisphaera;,0,0,0,2,0,0,0,18,0,11,0,5,26,12,0,26,0,0,0,0,0,0,10,13,0,0,22,8,0,0,0,0,54,21,0,0,0,0,23,0,14,0,0,0,43,29,0,0,0,0,0,0,0,0,0,0,0
Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Lacunisphaera;Lacunisphaera sp.,0,0,0,0,0,0,1,0,0,0,1,0,38,96,0,0,0,1,0,0,0,0,56,20,0,0,22,0,0,0,0,0,20,32,0,0,0,8,0,0,0,0,0,0,76,38,0,0,0,0,0,0,0,0,11,0,0
Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;NA;,0,138,62,253,307,96,200,34,12,39,69,24,241,168,110,278,24,220,120,112,135,11,258,131,112,30,128,128,9,46,98,54,132,111,58,45,6,77,120,15,96,169,25,78,95,184,7,26,14,69,60,156,17,6,56,21,0
Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Nibricoccus;Nibricoccus aquaticus,0,5,0,3,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,22,0,0,0,0,0,5,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,41,4,20,0,0,3,0,0,14,0,5,0,0
Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus;,3,20,2,6,23,16,17,3,10,16,26,0,6,40,9,86,11,10,42,24,15,13,19,26,21,12,52,27,13,0,1,4,33,14,9,6,18,0,1,13,4,0,9,22,44,20,7,1,0,0,0,20,0,0,46,0,0
Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus;Opitutus sp.,0,0,15,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus;Opitutus sp. enrichment culture clone Lt-B7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,23,0,11,0,0,0,0,0
Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus;Opitutus sp. SA-9,0,0,3,60,4,36,0,2,0,0,0,4,0,2,8,0,0,0,0,0,5,0,0,0,0,0,2,1,0,24,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus;Opitutus sp. VeSm13,0,0,0,0,0,0,32,33,0,0,0,0,10,34,0,0,0,18,0,0,9,0,35,12,0,0,0,0,12,0,0,0,16,0,0,0,0,8,15,11,19,0,0,0,60,30,0,0,0,5,0,15,10,0,30,0,0
Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Coraliomargarita;,0,0,0,17,0,0,0,0,0,0,0,131,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Coraliomargarita;Coraliomargarita sp.,0,6,13,28,0,24,3,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,22,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;NA;,0,0,20,14,0,11,0,0,0,4,0,3,14,0,14,9,6,0,0,0,0,0,0,14,3,0,0,0,0,1,2,0,5,0,0,94,0,0,0,0,1,0,0,0,4,0,0,0,0,4,0,0,1,0,2,11,0
Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Pelagicoccus;,0,0,10,108,31,2,0,20,0,0,0,32,0,0,54,15,0,40,0,0,0,0,0,0,0,0,0,0,13,0,1,36,1,0,9,0,0,3,0,0,0,41,0,8,0,0,0,22,0,0,0,0,0,0,0,16,0
Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Ruficoccus;Ruficoccus amylovorans,0,0,3,0,0,0,0,0,0,1,3,7,8,5,0,0,0,0,0,23,7,0,11,3,0,2,8,0,10,4,0,0,10,0,10,1,0,0,0,0,0,0,7,0,0,20,1,0,0,0,0,38,0,0,0,0,0
Verrucomicrobia;Spartobacteria;NA;;NA;,372,422,180,59,147,4,74,240,84,213,114,692,147,255,36,64,68,214,221,228,322,93,154,343,24,32,199,393,89,33,156,245,120,180,283,969,477,1810,265,173,425,71,130,226,294,322,41,68,11,132,346,473,111,0,167,68,0
Verrucomicrobia;Spartobacteria;NA;NA;NA;bacterium Ellin507,7,0,0,0,0,0,0,12,5,0,0,0,20,16,0,0,0,7,18,9,26,0,21,57,0,0,15,10,0,0,0,1,26,0,0,0,0,0,0,0,0,0,0,8,30,15,0,0,0,0,0,0,17,0,13,0,0
Verrucomicrobia;Spartobacteria;NA;NA;NA;bacterium Ellin508,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,3,0,0,0,0,0
Verrucomicrobia;Spartobacteria;NA;NA;NA;bacterium Ellin511,152,85,0,0,0,0,0,17,0,4,0,0,1,16,84,21,0,0,10,0,3,0,0,0,0,0,0,0,1,0,8,35,0,0,20,0,5,0,1,24,0,0,0,47,13,0,0,3,8,19,6,0,0,0,0,0,0
Verrucomicrobia;Spartobacteria;NA;NA;NA;unidentified eubacterium EA25,0,44,0,0,0,0,16,0,22,12,2,8,0,21,0,0,4,0,10,20,11,7,44,57,30,48,0,29,9,0,24,0,11,0,9,3,20,14,51,0,7,0,10,0,58,13,55,0,55,0,0,0,51,0,22,13,0
Verrucomicrobia;Spartobacteria;NA;NA;NA;unidentified eubacterium LD29,0,44,0,9,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,25,65,7,0,2,0,0,44,0,0,0,0,0,28,3,28,0,0,0,0,0,14,0
Verrucomicrobia;Verrucomicrobiae;NA;NA;NA;Verrucomicrobiae bacterium pACH90,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,6,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;NA;;,0,94,9,37,104,0,62,6,12,1,2,174,47,86,1,30,0,51,32,75,58,13,52,44,0,2,63,31,56,1,101,6,48,10,136,34,92,78,68,4,14,11,9,1,84,58,0,77,0,24,3,34,25,0,25,117,0
Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;Limisphaera;Limisphaera ngatamarikiensis,0,13,0,0,0,0,0,0,0,6,36,0,6,8,0,0,0,0,0,0,23,29,10,52,3,2,9,4,0,0,2,0,15,9,9,0,0,23,5,0,16,8,10,0,0,18,0,13,3,0,3,8,0,0,6,0,0
Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;NA;,25,801,102,170,405,37,731,173,393,740,442,244,618,767,1,315,239,400,704,554,467,364,1052,840,210,199,1109,762,260,34,552,90,891,702,268,196,243,383,1140,85,1038,434,377,181,1300,1561,332,291,376,181,1001,991,222,792,1035,193,0
