sum.taxonomy,K0601_B2,K0601_C3,K0601_E4,K0601_G5,K0601_K6,K0601_L7,K0601_M8,K0601_T9,K0603_A1,K0603_B2,K0603_E4,K0603_G5,K0603_K6,K0603_L7,K0603_M8,K0603_T9,K0605_T9,K0607_A1,K0607_B2,K0607_C3,K0607_E4,K0607_G5,K0607_K6,K0607_L7,K0607_M8,K0607_T9,K0608_B2,K0608_E4,K0608_K6,K0608_L7,K0608_M8,K0608_T9,K0609_A1,K0609_B2,K0609_C3,K0609_E4,K0609_G5,K0609_K6,K0609_L7,K0609_M8,K0609_T9,K0612_G5,K0614_M8,K0760_B2,K0840_E4
Abditibacteriota;Abditibacteria;Abditibacteriales;Abitibacteriaceae;Abditibacterium;Abditibacterium utsteinense,2,0,0,2,0,2,0,0,0,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,26,27,0,0,0,0,114,0,0
Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;NA;,0,17,1,39,22,0,0,0,12,0,2,0,3,1,149,0,0,4,0,0,2,0,0,0,0,0,26,0,0,7,9,0,0,198,0,0,0,0,0,42,0,0,3,0,25
Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,11,32,20,0,0,0,0,0,0
Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Chitinimonas;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,15,0
Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter;,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,8,0,1,0,0,0,0,0,0,6,0,0,0,2,3,0,0,0,0,0,0,0,0,0,12,0
Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;NA;,6,0,0,0,0,0,0,0,0,0,0,15,4,20,1,0,0,0,8,11,29,29,0,0,0,0,0,3,1,10,2,20,0,0,0,5,4,1,10,0,30,0,26,1,0
Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;,0,0,77,8,32,0,0,0,22,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,54,94,32,0,0,43,90,0,0
Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Brachymonas;,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;,0,0,26,0,0,38,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,1,93,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;,57,90,74,0,41,89,80,0,97,56,0,21,147,131,0,0,50,0,0,77,0,86,52,118,0,315,0,0,0,0,24,0,18,37,89,4,0,0,62,26,58,98,0,0,0
Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;Hydrogenophaga sp. enrichment culture clone K43,0,0,24,0,51,0,0,0,0,0,0,0,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;NA;,45,72,239,0,233,103,112,0,76,2,0,0,61,21,28,14,8,0,0,30,0,1,30,0,2,27,70,3,1,41,83,0,17,70,17,2,73,107,32,112,0,0,40,44,0
Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;NA;Comamonadaceae bacterium,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,28,0,19,0,0,0,21,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;NA;Comamonadaceae bacterium LSUCC0254,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ramlibacter;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,9,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,116,114,0,0,0,0,64,0,0
Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum;,0,0,12,33,0,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum;Herbaspirillum sp. TS7,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Janthinobacterium;,0,0,0,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;,0,0,8,79,0,0,0,0,0,0,24,0,122,13,46,28,0,7,0,0,0,0,0,0,0,0,0,0,0,179,6,0,0,37,0,0,94,100,0,0,0,0,202,0,0
Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;NA;,0,23,0,69,7,0,0,0,30,0,0,0,75,105,44,23,22,109,0,0,0,0,0,0,0,0,23,0,0,840,10,0,0,4,0,0,117,222,0,36,0,4,577,0,0
Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Noviherbaspirillum;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0
Proteobacteria;Betaproteobacteria;Burkholderiales;unknown;;,122,66,164,42,246,347,103,0,93,152,0,58,144,238,298,15,167,17,2,237,408,300,119,335,0,145,109,60,108,355,53,0,94,193,51,113,187,243,132,45,101,279,573,33,13
Proteobacteria;Betaproteobacteria;Burkholderiales;unknown;Ideonella;Ideonella sp.,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Betaproteobacteria;Burkholderiales;unknown;NA;Burkholderiales bacterium F2V9D04,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0
Proteobacteria;Betaproteobacteria;Burkholderiales;unknown;NA;Burkholderiales bacterium X4,151,59,0,0,0,55,0,0,48,148,0,16,18,25,0,0,37,0,11,0,55,130,108,290,0,68,58,165,112,0,29,0,101,152,113,91,0,0,151,37,0,243,0,0,0
Proteobacteria;Betaproteobacteria;Burkholderiales;unknown;Piscinibacter;Piscinibacter sp. enrichment culture,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,39,6,0,0,0,9,30,25,0,16,0,11,37,5,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Betaproteobacteria;Burkholderiales;unknown;Rubrivivax;,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Betaproteobacteria;Burkholderiales;unknown;Rubrivivax;Rubrivivax sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
Proteobacteria;Betaproteobacteria;Burkholderiales;unknown;Sphaerotilus;,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Betaproteobacteria;Burkholderiales;unknown;Thiomonas;,0,16,0,0,0,0,0,0,0,36,0,0,81,0,0,0,0,0,0,3,0,0,0,4,0,0,61,0,0,0,6,0,0,48,10,0,0,0,0,26,0,0,0,0,0
Proteobacteria;Betaproteobacteria;Burkholderiales;unknown;Thiomonas;Thiomonas sp. Mh1,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,68,0,0,0,79,0,0,0,37,0,0,0,0,133,0,0,0,0,0
Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Chitinibacter;Chitinibacter sp. 53,0,0,29,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Chromobacterium;Chromobacterium haemolyticum,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,5,37,21,0,0,0,10,0,5,21,0,0,26,0,0,8,0,0,0
Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Microvirgula;Microvirgula aerodenitrificans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;NA;,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0
Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Vogesella;,11,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,16,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,37,0,0,0,0,4,0
Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Stenoxybacter;Stenoxybacter acetivorans,65,0,0,0,0,0,8,0,29,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,17,0,0,0,0,0,0,12,0,16,0,0,0,41,0,18,100,0,18,0
Proteobacteria;Betaproteobacteria;Neisseriales;unknown;;,5,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
Proteobacteria;Betaproteobacteria;Nitrosomonadales;Gallionellaceae;NA;,0,19,0,0,0,92,43,0,72,62,0,0,109,8,0,0,155,0,40,0,10,59,217,52,0,70,82,263,98,0,47,0,57,9,155,119,0,0,0,10,0,38,0,0,0
Proteobacteria;Betaproteobacteria;Nitrosomonadales;Methylophilaceae;NA;,0,5,4,0,12,0,0,0,6,0,0,0,4,0,0,0,0,0,0,4,0,8,0,0,0,14,0,0,0,0,48,0,8,8,4,0,8,0,0,0,0,0,0,0,0
Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,34,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,1,0,0,6,0,12,0,0,16,0,0,4,0,6
Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;NA;Nitrosomonadaceae bacterium enrichment culture clone b185,10,0,0,0,0,30,0,0,0,0,0,0,0,18,0,0,0,0,0,18,0,0,0,37,0,33,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,10,0
Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosomonas;Nitrosomonas sp.,52,33,0,0,22,182,39,0,30,63,0,30,7,61,0,0,37,0,20,6,117,54,96,58,0,68,18,63,119,0,13,0,81,49,44,4,0,0,44,48,8,78,0,3,0
Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosospira;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,46,0,0,0,24,1,0,0
Proteobacteria;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Denitratisoma;,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Denitratisoma;Denitratisoma sp. enrichment culture,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,23,7,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Denitratisoma;Denitratisoma sp. enrichment culture clone ANA-RAS-29,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,8,0,7,0,4,0,7,0,7,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;NA;Thiobacillaceae bacterium LSR1,0,0,0,0,0,0,114,0,0,50,0,0,0,0,0,0,428,0,97,8,0,39,31,30,0,13,10,55,95,0,0,0,21,0,26,17,0,0,0,0,0,0,0,0,0
Proteobacteria;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;Thiobacillus;,0,0,0,0,0,1443,32,0,0,0,0,0,0,1,0,0,43,0,0,16,216,1,23,65,0,4,0,2,0,0,41,0,8,0,47,0,0,0,0,0,0,92,0,0,0
Proteobacteria;Betaproteobacteria;Nitrosomonadales;unknown;;,56,98,0,0,86,0,51,0,43,235,0,0,29,0,0,0,38,0,35,24,3,131,118,1,0,20,119,60,139,1,52,0,99,84,78,59,11,0,0,153,5,0,0,43,0
Proteobacteria;Betaproteobacteria;Nitrosomonadales;unknown;NA;Methylophilales bacterium TP693,0,0,143,0,10,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,5,0,0,0,0,0
Proteobacteria;Betaproteobacteria;Rhodocyclales;Azonexaceae;Azonexus;,0,87,0,0,21,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Betaproteobacteria;Rhodocyclales;Azonexaceae;Dechloromonas;,0,63,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Betaproteobacteria;Rhodocyclales;Azonexaceae;Dechloromonas;Dechloromonas sp. CL24+,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;NA;,0,140,0,0,70,0,0,0,66,0,0,0,3,0,0,0,0,0,0,0,0,0,18,0,0,9,4,0,0,0,0,0,0,16,10,0,0,0,0,0,0,21,0,0,0
Proteobacteria;Betaproteobacteria;Rhodocyclales;unknown;;,9,145,80,0,71,0,0,0,46,59,66,0,92,0,0,0,2,0,0,0,10,50,28,11,0,1,2,0,0,0,11,0,27,12,0,0,0,0,1,34,0,108,0,0,52
Proteobacteria;Betaproteobacteria;Rhodocyclales;unknown;NA;Rhodocyclales bacterium TP690,0,16,0,0,10,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Azoarcus;Azoarcus sp. enrichment culture clone SJC13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,79,0,42,13,0,0,0,14,0,0,0,0,0,0,0,25,0,27,0,0,0,0
Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;NA;,0,0,0,0,16,0,31,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,32,0,0,0,0,0
Proteobacteria;Betaproteobacteria;unknown;unknown;Candidatus Accumulibacter;Candidatus Accumulibacter phosphatis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,8,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Betaproteobacteria;unknown;unknown;NA;,1300,355,134,43,230,1563,374,0,1148,1398,38,112,1144,495,1,35,533,17,510,549,761,716,802,972,61,1278,1847,821,907,116,1352,79,654,793,1232,387,140,159,797,957,211,1185,78,793,12
Proteobacteria;Betaproteobacteria;unknown;unknown;NA;beta proteobacterium Schreyahn_AOB_SSU_Aster_2,0,0,0,0,0,8,0,0,0,0,10,0,0,8,0,1,0,0,0,0,42,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,50,24,0,0,0,7,0,138,0
Proteobacteria;Betaproteobacteria;unknown;unknown;NA;beta proteobacterium Schreyahn_AOB_SSU_Salic_1,0,0,0,0,0,0,0,16,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
Proteobacteria;Betaproteobacteria;unknown;unknown;NA;Betaproteobacteria bacterium,10,4,0,0,0,0,0,0,20,0,0,0,0,17,0,0,0,0,0,0,60,11,34,0,0,0,1,20,8,9,24,0,6,18,27,0,11,10,7,17,32,26,0,0,0
Proteobacteria;Betaproteobacteria;unknown;unknown;NA;Betaproteobacteria bacterium GR16-43,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,0,78,0
Proteobacteria;Deltaproteobacteria;Bradymonadales;Bradymonadaceae;Bradymonas;,0,0,0,34,0,0,0,1,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12
Proteobacteria;Deltaproteobacteria;Bradymonadales;Bradymonadaceae;Bradymonas;Bradymonas sediminis,0,0,0,17,0,0,0,1,2,0,13,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,14
Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum;Desulfatibacillum sp. enrichment culture clone H12_2_72,0,0,0,0,0,6,37,0,0,0,0,0,0,0,0,0,17,0,16,0,19,3,0,0,0,20,0,2,0,0,0,0,0,0,0,21,0,0,0,0,0,8,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatirhabdium;Desulfatirhabdium butyrativorans,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,6,0,0,0,67,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacter;,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,5,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfococcus;,0,0,0,0,0,1,0,0,7,6,0,0,6,0,0,0,10,0,0,0,0,32,21,13,0,0,0,13,35,0,12,0,6,5,7,0,0,0,0,0,0,2,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfotignum;,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,12,0,0,0,0,0,0,0,9,0,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;NA;,28,33,6,0,0,45,180,0,7,62,0,7,3,0,0,0,161,16,81,109,36,108,82,55,0,45,26,169,123,0,64,0,171,0,57,174,1,0,0,30,2,40,0,0,75
Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;NA;Desulfobacteraceae bacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,17,5,0,0,7,0,11,12,0,0,0,15,0,0,24,0,0,0,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;NA;Desulfobacteraceae bacterium enrichment culture clone MS_ANT_U13,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Candidatus Electronema;,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,24,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Candidatus Electrothrix;Candidatus Electrothrix aarhusiensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus;,0,0,6,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,3,0,0,15,0,0,0,0,5,0,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfotalea;,0,0,0,0,0,0,0,0,0,2,0,0,14,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;NA;,0,11,0,4,0,0,0,0,306,18,0,4,2,0,0,0,0,2,0,704,8,40,108,75,93,12,33,0,26,0,7,0,18,36,53,12,0,0,4,9,0,56,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;NA;Desulfobulbaceae bacterium PR8_E06,0,55,0,0,0,0,0,0,99,19,0,0,17,0,0,0,12,0,0,0,0,45,37,1,0,0,22,48,63,0,0,0,8,95,6,0,0,0,0,32,0,10,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfobacterales;unknown;;,0,0,0,0,0,0,0,0,3,36,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,87,0,10,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfohalobiaceae;Desulfonatronovibrio;Desulfonatronovibrio thiodismutans,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfomicrobiaceae;Desulfomicrobium;,0,0,32,0,22,0,0,0,93,0,0,0,54,0,0,0,0,0,0,4,0,9,30,0,0,0,10,0,17,0,2,0,12,67,20,0,0,0,0,75,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfomicrobiaceae;Desulfomicrobium;Desulfomicrobium orale,0,0,0,0,0,0,0,0,0,0,72,14,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;,0,12,790,0,22,0,0,0,1,11,23,19,66,0,0,0,11,0,2,12,1,4,14,0,0,0,0,5,4,0,1,0,3,6,7,8,10,1,0,15,0,0,0,9,0
Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio sp. cs3,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio sp. PR2_C05,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio sp. PR4_D12,13,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio sp. PR7_E12,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;NA;,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,2,4,18,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,15,0,1,0
Proteobacteria;Deltaproteobacteria;Desulfovibrionales;unknown;;,3,0,0,0,0,0,0,0,2,0,0,2,0,8,0,0,2,0,5,10,0,0,5,0,0,0,0,4,2,0,1,0,4,0,2,0,0,0,0,0,1,0,0,3,2
Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas;,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,10,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;NA;,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,0
